id,subject,custom_fields,created_on,updated_on,tracker.name,status.id,status.name,priority.name,author.name,assigned_to.name,category.name,parent.id
208885,Fiplan - Exclusão de registos - DAEs de IPVA - Banco SICOOB - Data de pagamento: 30/04/2026,"[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-15T20:22:02Z,2025-05-16T18:54:25Z,FIPLAN:Gestor,155,Em andamento,Urgente,Camille Galvão de Moura Bouzas,Tárcio Henrique  Gomes Barbosa,,
208884,"Consulta Banco de Produção: PAOE, Produto e Subproduto 2025","[{'id': 267, 'name': 'Classificação da Demanda', 'value': 'Sustentação'}, {'id': 334, 'name': 'Backlog', 'value': ''}, {'id': 225, 'name': 'Data Desejada', 'value': '2025-05-19'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-15T20:19:15Z,2025-05-16T17:40:40Z,FIPLAN:Gestor,5,Fechado,Padrão,Marilia Pedreira,Cristiane Menezes S. Santos,,
208882,Migração Credor - Integração DSCADxDSCRE - Cadastramento/Alteração do Credor  - Alterar tipo do CPF/CNPJ (de numérico para alfanumérico),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '6'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.2'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T20:00:31Z,2025-05-15T20:01:32Z,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,
208879,Migração Credor - Integração DSCRE - Alterar tipo do CPF/CNPJ (de numérico para alfanumérico),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '6'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.1'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T19:52:55Z,2025-05-15T19:55:10Z,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,
208878,FIPLAN 2.0 - Migração. Revisão dos Padrões para Tabelas Básicas - Tributo Orçamentário,"[{'id': 368, 'name': 'Rastro FIPLAN', 'value': ''}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '0'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 333, 'name': 'Esforço', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 342, 'name': 'Data Entrega Homologação', 'value': ''}, {'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T19:36:14Z,2025-05-15T19:42:28Z,FIPLAN:Demanda,192,Demanda: Ideias,Padrão,Gemima de Freitas Machado Muniz,Gemima de Freitas Machado Muniz,Tabelas | Arrecadação,
208876,Caso de Uso,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T19:30:32Z,2025-05-15T19:35:52Z,FIPLAN:Atividade,71,Fazendo,Padrão,Daniele Correa,Daniele Correa,,208841.0
208868,Monitoramento 2024-2027: Planejamento para M&A: Permissão para remover Atividade Crítica,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '1'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Requisitos'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '3.2'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-15T19:07:34Z,2025-05-16T14:44:54Z,FIPLAN:Mudança,114,Desenvolvimento: Em andamento,Padrão,Cristiane Menezes S. Santos,Christiano Tavares,PLAN | M&A | Monitoramento,
208866,Migração Credor - Integração DSCAD - Alterar tipo do CPF/CNPJ (de numérico para alfanumérico),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '6'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.3'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T18:43:23Z,2025-05-15T19:49:52Z,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,
208863,Correção dos tickets  208321 e 208559,"[{'id': 64, 'name': 'Ambiente', 'value': 'Produção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Corrigir os dados em Produção que foram gerados incorretos pelas cargas dos tickets #208321 e #208559.'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-15T18:36:03Z,2025-05-15T20:18:11Z,FIPLAN:Correção de Dados,5,Fechado,Alto,Monica  Alves Gomes da Costa,Monica  Alves Gomes da Costa,,
208857,FIPLAN 2.0 - Manter Parâmetro Geral do Sistema - Desabilitar Edição Campo Sequencial de Integração DAE,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '2'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '2.2'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T18:16:30Z,2025-05-15T18:31:41Z,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,César Henrique E. Pinho,FIPLAN_SEFAZ_TIME 06,Tabelas | Parâmetros,
208851,Migração Credor - Consultar Pessoa Jurídica - Alterar tipo do CNPJ (numérico para alfanumérico),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.1'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T17:52:25Z,2025-05-15T18:07:23Z,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,
208850,Documentos / Despesa / Execução /  Documento de Anexo EMP (Layout A002) e Documento de Anexo EST (Layout A023),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '6'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '3.66'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T17:51:02Z,2025-05-16T17:59:47Z,FIPLAN:Adaptativa,114,Desenvolvimento: Em andamento,Urgente,Genivieve Freitas Machado ,FIPLAN_MERGE,Despesa | Exec | EMP,
208847,Migração Credor - Consultar Pessoa Física - Alterar tipo do CPF (numérico para alfanumérico) ,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': 'CREDOR'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 299, 'name': 'Origem Mudança', 'value': 'Negócio'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.1'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-15T17:40:46Z,2025-05-15T17:43:46Z,FIPLAN:Mudança,156,Desenvolvimento: A fazer,Padrão,Manuela da Silva Costa,FIPLAN_SEFAZ_TIME 05,Tabelas | Credor,
208843,Protótipo,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T16:55:28Z,2025-05-15T19:29:29Z,FIPLAN:Atividade,73,Feito,Padrão,Daniele Correa,Daniele Correa,,208841.0
208841,FIPLAN 2.0 – Manter Fonte de Recurso Federação (FTFE)- Usar o padrão implementado conforme padrão 2.0,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Baixa'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '2.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-15T16:50:44Z,2025-05-15T16:52:39Z,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Daniele Correa,Daniele Correa,Tabelas | Orçamentária,
208839,Alterar tabela ACWTB0985  (Fonte de Recurso Federação (FTFE) - incluir ID_USUARIO_ALTERACAO,"[{'id': 149, 'name': 'Impacto BDCE', 'value': 'Não'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}]",2025-05-15T16:48:13Z,2025-05-15T20:24:56Z,FIPLAN:Modelo de Dados,162,Backlog: Validação,Padrão,Daniele Correa,Daniele Correa,Tabelas | Orçamentária,
208836,Monitoramento 2024-2027: Customização do M&A 102  - Relatório de Execução do PPA - Mudança do quadro de “Evolução dos Indicadores de Programa”,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 33, 'name': 'Legado', 'value': '1'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-15T14:48:52Z,2025-05-16T17:39:44Z,FIPLAN:Erro,5,Fechado,Alto,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,,
208835,PPA 2024 - 2027: Programa Especial - Consultar ,"[{'id': 28, 'name': 'Origem do Defeito', 'value': 'Manutenção'}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 334, 'name': 'Backlog', 'value': '0'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-15T14:44:36Z,2025-05-15T19:12:37Z,FIPLAN:Corretiva,114,Desenvolvimento: Em andamento,Urgente,Priscila Carvalho Ramos,Dyego dos Santos Silva,PLAN | PPA | PPA 2024 - 2027,
208834,Testes Unitários: PEDService - Desenvolvedor B,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T14:34:20Z,2025-05-16T11:47:59Z,FIPLAN:Atividade,71,Fazendo,Padrão,Thiago Santos Moreira,Renato Andrade da Fonseca,,207329.0
208833,Testes Unitários: PEDValidator - Desenvolvedor A,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T14:33:58Z,2025-05-16T11:47:35Z,FIPLAN:Atividade,71,Fazendo,Padrão,Thiago Santos Moreira,Thiago Santos Moreira,,207329.0
208832,Implementar validação do Valor do PED menor ou igual a zero,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-15T14:22:17Z,2025-05-15T14:48:14Z,FIPLAN:Atividade,73,Feito,Padrão,Thiago Santos Moreira,Thiago Santos Moreira,,206583.0
208830,Gestão de Usuários - Alterar Perfil - Não grava informação fim da vigência no histórico dos vínculos inativados do Perfil com usuários ,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEFAZ - Time 02'}]",2025-05-15T14:14:31Z,2025-05-16T22:04:13Z,FIPLAN:Erro,150,Teste: Em andamento,Padrão,Ana Poly Ferreira da Silva,Mateus Soares da Rocha,,
