id,subject,custom_fields,created_on,updated_on,tracker_name,status_id,status_name,priority_name,author_name,assigned_name,category_name,parent_id,FIPLAN_20,Complexidade_Demanda,PF_Estimado,Agrupamento_Demanda,Gestor,Origem_Mudanca,Versao_Caso_Uso,Data_Prevista_Desenvolvimento,Time_FIPLAN,Impacto_BDCE,Data_Prevista_Teste,Legado,Origem_Defeito,Backlog,Rastro_FIPLAN,Esforco,Data_Entrega_Homologacao,Data_Prevista_Implantacao,Data_Entrega,Projeto,Ambiente,Justificativa,Classificacao_Demanda,Data_Desejada,Numero_RDS
208527,FIPLAN 2.0 - Tabelas SICONFI - Natureza da Despesa - Item não exibe no filtro,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 19:34:19,2025-05-09 19:38:57,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Monica  Alves Gomes da Costa,FIPLAN_SEFAZ_TIME 09,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208526,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Remover Explicação","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-09 19:32:15,2025-05-09 20:06:43,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Ligia Simone Vianna,FIPLAN_SEPLAN_TIME 02,,0,1,,,,SEPLAN,,,,SEPLAN - Time 02,,,0,,,,,,,,,,,,,
208521,Desabilitar o botão gerar pdf quando não tiver uma linha selecionada,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-09'}]",2025-05-09 18:56:39,2025-05-09 19:25:34,FIPLAN:Atividade,73,Feito,Padrão,Sabrina de Lima Campos,Sabrina de Lima Campos,,208371,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,,,,,,
208517,Tabelas / Classificação Institucional / Órgão / Excluir: Adequação CNPJ alfanumérico (Pessoa Jurídica),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '4.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 18:34:29,2025-05-09 18:59:11,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Cristina de Souza Azevedo,Cristina de Souza Azevedo,Tabelas | Institucional,0,1,Média,3,,SEPLAN,,4.0,,,,,,,,,,,,,,,,,,
208514,Tabelas / Classificação Institucional / Órgão / Alterar: Adequação CNPJ alfanumérico (Pessoa Jurídica),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '4.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 18:31:51,2025-05-09 18:59:24,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Cristina de Souza Azevedo,Cristina de Souza Azevedo,Tabelas | Institucional,0,1,,3,,SEPLAN,,4.0,,,,,,,,,,,,,,,,,,
208513,Filtrar as linhas de extratos ordenados por Data do Lançamento do Extrato e de Cadastro,"[{'id': 371, 'name': 'Data de Entrega', 'value': ''}]",2025-05-09 18:30:33,2025-05-09 18:30:33,FIPLAN:Atividade,154,A fazer,Padrão,Douglas de Jesus Fonseca,,,208120,,,,,,,,,,,,,,,,,,,,,,,,,
208512,Filtro nome de usuário não está funcionando,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-09'}]",2025-05-09 18:30:03,2025-05-09 19:59:17,FIPLAN:Atividade,73,Feito,Padrão,Sabrina de Lima Campos,Thiago Costa Vieira Borges Miranda,,208371,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,,,,,,
208511,Tabelas / Classificação Institucional / Órgão / Consultar: Adequação CNPJ alfanumérico (Pessoa Jurídica),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '4.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 18:29:57,2025-05-09 18:59:36,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Cristina de Souza Azevedo,Cristina de Souza Azevedo,Tabelas | Institucional,0,1,Média,3,,SEPLAN,,4.0,,,,,,,,,,,,,,,,,,
208509,Tabelas / Classificação Institucional / Órgão / Incluir: Adequação CNPJ alfanumérico (Pessoa Jurídica),"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': '3'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '4.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 18:26:09,2025-05-09 18:59:46,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Cristina de Souza Azevedo,Cristina de Souza Azevedo,Tabelas | Institucional,0,1,,3,,SEPLAN,,4.0,,,,,,,,,,,,,,,,,,
208508,FIPLAN 2.0 – Manter Tipo de Recurso de Crédito,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 234, 'name': 'Projeto', 'value': '1'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-09 18:17:37,2025-05-09 18:19:22,FIPLAN:Evolutiva,200,Especificação: Em andamento,Padrão,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,Tabelas | MOD,0,1,Média,,,SEPLAN,,1.0,,SEPLAN - Sustentação,,,,,,,,,,,1,,,,,
208507,FIPLAN 2.0 – Manter Tipo de Alteração de Crédito,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 234, 'name': 'Projeto', 'value': '1'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-09 18:17:07,2025-05-09 18:19:06,FIPLAN:Evolutiva,200,Especificação: Em andamento,Padrão,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,Tabelas | MOD,0,1,Média,,,SEPLAN,,1.0,,SEPLAN - Sustentação,,,,,,,,,,,1,,,,,
208506,FIPLAN 2.0 – Manter Tipo de Crédito Adicional,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 234, 'name': 'Projeto', 'value': '1'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '1.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-09 18:16:37,2025-05-09 18:16:37,FIPLAN:Evolutiva,200,Especificação: Em andamento,Padrão,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,Tabelas | MOD,0,1,Média,,,SEPLAN,,1.0,,SEPLAN - Sustentação,,,,,,,,,,,1,,,,,
208505,"Título ao exportar o excel do Processar Dae, da tela principal está ""Obter dae""","[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-09'}]",2025-05-09 18:00:41,2025-05-09 18:44:38,FIPLAN:Atividade,73,Feito,Padrão,Sabrina de Lima Campos,Thiago Costa Vieira Borges Miranda,,208371,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,,,,,,
208504,FIPLAN 2.0 - Migração Tabelas Básicas SEPLAN - Parte 8,"[{'id': 368, 'name': 'Rastro FIPLAN', 'value': ''}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '1'}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 333, 'name': 'Esforço', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 342, 'name': 'Data Entrega Homologação', 'value': ''}, {'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Sustentação'}]",2025-05-09 18:00:06,2025-05-09 18:18:08,FIPLAN:Demanda,192,Demanda: Ideias,Padrão,Cristiane Menezes S. Santos,Cristiane Menezes S. Santos,Tabelas | MOD,0,1,,,,SEPLAN,,,,SEPLAN - Sustentação,,,,,1,,,,,,,,,,,
208503,CNPJ ALFANUMÉRICO - CLASSIFICAÇÃO INSTITUCIONAL - ORGÃO/UO/UG: Adequação Pessoa Jurídica Alfanumérico (ACWTB0079.CNPJ),"[{'id': 368, 'name': 'Rastro FIPLAN', 'value': ''}, {'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 334, 'name': 'Backlog', 'value': '0'}, {'id': 221, 'name': 'PF Estimado', 'value': '12'}, {'id': 333, 'name': 'Esforço', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 342, 'name': 'Data Entrega Homologação', 'value': ''}, {'id': 235, 'name': 'Data Prevista Implantação', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 17:59:04,2025-05-09 19:11:52,FIPLAN:Demanda,192,Demanda: Ideias,Padrão,Cristina de Souza Azevedo,Cristina de Souza Azevedo,,0,1,,12,,SEFAZ,,,,,,,,,0,,,,,,,,,,,
208502,FIPLAN - Tabelas - Parâmetro de Tipo de Instrumento - Tela de Exclusão,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': ''}, {'id': 221, 'name': 'PF Estimado', 'value': ''}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': ''}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 17:54:21,2025-05-09 20:35:28,FIPLAN:Adaptativa,200,Especificação: Em andamento,Padrão,Monica  Alves Gomes da Costa,Monica  Alves Gomes da Costa,Tabelas | Parâmetros,0,1,,,,SEFAZ,,,,,,,,,,,,,,,,,,,,
208499,Corrigir posições do filtros de pesquisa e ortografias da tela principal,"[{'id': 371, 'name': 'Data de Entrega', 'value': '2025-05-09'}]",2025-05-09 17:39:17,2025-05-09 18:14:14,FIPLAN:Atividade,73,Feito,Padrão,Sabrina de Lima Campos,Thiago Costa Vieira Borges Miranda,,208371,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,,,,,,
208498,FIPLAN 2.0 - Migração. Revisão dos Padrões para Tabelas Básicas - Tabelas SICONFI - Destinação de Recursos - Não exibe mensagem de validação,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 17:37:08,2025-05-09 18:10:34,FIPLAN:Erro,156,Desenvolvimento: A fazer,Padrão,Monica  Alves Gomes da Costa,FIPLAN_SEFAZ_TIME 09,,0,1,,,,SEFAZ,,,,,,,0,,,,,,,,,,,,,
208497,Documentos / Conta Única / Realizar Lançamento Cute - exclusão da regra R022,"[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '0'}, {'id': 149, 'name': 'Impacto BDCE', 'value': ''}, {'id': 174, 'name': 'Complexidade da Demanda', 'value': 'Média'}, {'id': 221, 'name': 'PF Estimado', 'value': '10'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}, {'id': 271, 'name': 'Versão Caso de Uso', 'value': '4.0'}, {'id': 237, 'name': 'Data Prevista Desenvolvimento', 'value': ''}, {'id': 238, 'name': 'Data Prevista Teste', 'value': ''}, {'id': 396, 'name': 'Time FIPLAN', 'value': ''}]",2025-05-09 17:36:21,2025-05-09 18:17:45,FIPLAN:Adaptativa,156,Desenvolvimento: A fazer,Padrão,Genivieve Freitas Machado ,FIPLAN DEV,Outros Documentos | CUTE,0,0,Média,10,,SEFAZ,,4.0,,,,,,,,,,,,,,,,,,
208495,"Relato sobre a Iniciativa - 2024-2027 - Anos 2,3 e 4 - Demanda 2 - Salvar relato","[{'id': 340, 'name': 'FIPLAN 2.0', 'value': '1'}, {'id': 33, 'name': 'Legado', 'value': '0'}, {'id': 252, 'name': 'Gestor', 'value': 'SEPLAN'}, {'id': 396, 'name': 'Time FIPLAN', 'value': 'SEPLAN - Time 02'}]",2025-05-09 15:08:09,2025-05-09 16:49:59,FIPLAN:Erro,114,Desenvolvimento: Em andamento,Padrão,Ligia Simone Vianna,Marcus Vinicius Lima Vidal,,0,1,,,,SEPLAN,,,,SEPLAN - Time 02,,,0,,,,,,,,,,,,,
208494,Carga de UG inativa - Do exercício 2021 até o exercício 2025 Manutenção,"[{'id': 64, 'name': 'Ambiente', 'value': 'Manutenção'}, {'id': 296, 'name': 'Justificativa', 'value': 'Conforme solicitação do ticket Gestor #208432\r\n'}, {'id': 345, 'name': 'Agrupamento da Demanda', 'value': ''}, {'id': 252, 'name': 'Gestor', 'value': 'SEFAZ'}]",2025-05-09 15:01:39,2025-05-09 19:06:55,FIPLAN:Carga de Dados,30,Validação,Padrão,Tárcio Henrique  Gomes Barbosa,Tárcio Henrique  Gomes Barbosa,,0,,,,,SEFAZ,,,,,,,,,,,,,,,,Manutenção,"Conforme solicitação do ticket Gestor #208432
",,,
