issue_id,journal_id,user,notes,created_on,details,property,name,old_value,new_value
208948,1863893,Nara Marise Campelo D'Amorim,,2025-05-16 19:23:45,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '733', 'new_value': '149'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,status_id,154,155
208948,1863911,Nara Marise Campelo D'Amorim,"Solicitação atendida. Segue log de execução:

Procedimento PL/SQL concluído com sucesso.
10 linhas atualizado.
Commit concluído.
",2025-05-16 19:38:31,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '149', 'new_value': '1802'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,assigned_to_id,149,1802
208948,1863911,Nara Marise Campelo D'Amorim,"Solicitação atendida. Segue log de execução:

Procedimento PL/SQL concluído com sucesso.
10 linhas atualizado.
Commit concluído.
",2025-05-16 19:38:31,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '149', 'new_value': '1802'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,status_id,155,30
208948,1863934,Gemima de Freitas Machado Muniz,,2025-05-16 20:15:55,"[{'property': 'attachment', 'name': '318833', 'new_value': 'Correção Manutenção.xlsx'}]",attachment,318833,,Correção Manutenção.xlsx
208948,1863935,Gemima de Freitas Machado Muniz,,2025-05-16 20:16:01,"[{'property': 'attr', 'name': 'status_id', 'old_value': '30', 'new_value': '5'}]",attr,status_id,30,5
208940,1863867,Flavia Fernandes Amaral Ramalho,,2025-05-16 18:57:22,"[{'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,status_id,1,154
208939,1863864,MIRIAN ARAUJO ALMEIDA,,2025-05-16 18:54:32,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1852', 'new_value': '1802'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,assigned_to_id,1852,1802
208939,1863864,MIRIAN ARAUJO ALMEIDA,,2025-05-16 18:54:32,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1852', 'new_value': '1802'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,status_id,154,155
208939,1863884,Gemima de Freitas Machado Muniz,,2025-05-16 19:15:08,"[{'property': 'relation', 'name': 'relates', 'new_value': '208948'}]",relation,relates,,208948
208939,1863910,Gemima de Freitas Machado Muniz,"Diego, 

por favor, informe o usuário de alteração (CPF).",2025-05-16 19:33:34,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1802', 'new_value': '2646'}]",attr,assigned_to_id,1802,2646
208939,1863928,Diego Rosas Silva,"Diego Rosas Silva
00212076582",2025-05-16 19:56:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2646', 'new_value': '1802'}]",attr,assigned_to_id,2646,1802
208939,1863936,Gemima de Freitas Machado Muniz,,2025-05-16 20:16:35,"[{'property': 'relation', 'name': 'relates', 'new_value': '208951'}]",relation,relates,,208951
208935,1863767,Ligia Simone Vianna,,2025-05-16 17:37:04,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}]",attr,status_id,199,200
208935,1863769,Ligia Simone Vianna,,2025-05-16 17:37:25,"[{'property': 'relation', 'name': 'relates', 'new_value': '206243'}]",relation,relates,,206243
208935,1863771,Ligia Simone Vianna,,2025-05-16 17:37:42,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1987', 'new_value': '2247'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,1987,2247
208935,1863771,Ligia Simone Vianna,,2025-05-16 17:37:42,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1987', 'new_value': '2247'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,status_id,200,156
208935,1863779,Ligia Simone Vianna,,2025-05-16 17:42:00,"[{'property': 'relation', 'name': 'relates', 'new_value': '208353'}]",relation,relates,,208353
208935,1863781,Ligia Simone Vianna,,2025-05-16 17:42:06,"[{'property': 'relation', 'name': 'relates', 'old_value': '206243'}]",relation,relates,206243,
208935,1863788,Ligia Simone Vianna,,2025-05-16 17:50:16,"[{'property': 'attr', 'name': 'description', 'old_value': 'O sistema não está exibindo o Quadro de Execução Física não Planejada em nenhuma situação prevista de exibição.', 'new_value': 'O sistema não está exibindo o Quadro de Execução Física não Planejada em nenhuma situação prevista para exibição.'}]",attr,description,O sistema não está exibindo o Quadro de Execução Física não Planejada em nenhuma situação prevista de exibição.,O sistema não está exibindo o Quadro de Execução Física não Planejada em nenhuma situação prevista para exibição.
208935,1863820,Marcus Vinicius Lima Vidal,,2025-05-16 18:09:48,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2247', 'new_value': '1788'}, {'property': 'attr', 'name': 'status_id', 'old_value': '156', 'new_value': '114'}]",attr,assigned_to_id,2247,1788
208935,1863820,Marcus Vinicius Lima Vidal,,2025-05-16 18:09:48,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2247', 'new_value': '1788'}, {'property': 'attr', 'name': 'status_id', 'old_value': '156', 'new_value': '114'}]",attr,status_id,156,114
208935,1863835,Marcus Vinicius Lima Vidal,,2025-05-16 18:30:01,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1788', 'new_value': '2287'}]",attr,assigned_to_id,1788,2287
208935,1863838,Marcus Vinicius Lima Vidal,,2025-05-16 18:31:31,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2287', 'new_value': '1788'}]",attr,assigned_to_id,2287,1788
208935,1863871,Marcus Vinicius Lima Vidal,,2025-05-16 19:04:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1788', 'new_value': '2287'}]",attr,assigned_to_id,1788,2287
208928,1863711,Daniele Correa,,2025-05-16 17:06:02,"[{'property': 'relation', 'name': 'relates', 'new_value': '208917'}]",relation,relates,,208917
208928,1863713,Daniele Correa,,2025-05-16 17:08:23,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}, {'property': 'attachment', 'name': '318744', 'new_value': 'Indicador de compromisso_em manutenção.jpg'}, {'property': 'attachment', 'name': '318742', 'new_value': 'Erro Apurção do IC.docx'}]",attr,status_id,199,200
208928,1863713,Daniele Correa,,2025-05-16 17:08:23,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}, {'property': 'attachment', 'name': '318744', 'new_value': 'Indicador de compromisso_em manutenção.jpg'}, {'property': 'attachment', 'name': '318742', 'new_value': 'Erro Apurção do IC.docx'}]",attachment,318744,,Indicador de compromisso_em manutenção.jpg
208928,1863713,Daniele Correa,,2025-05-16 17:08:23,"[{'property': 'attr', 'name': 'status_id', 'old_value': '199', 'new_value': '200'}, {'property': 'attachment', 'name': '318744', 'new_value': 'Indicador de compromisso_em manutenção.jpg'}, {'property': 'attachment', 'name': '318742', 'new_value': 'Erro Apurção do IC.docx'}]",attachment,318742,,Erro Apurção do IC.docx
208928,1863720,Daniele Correa,,2025-05-16 17:13:42,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '2250'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,1684,2250
208928,1863720,Daniele Correa,,2025-05-16 17:13:42,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '2250'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,status_id,200,156
208928,1863825,Daniele Correa,,2025-05-16 18:18:18,"[{'property': 'attr', 'name': 'subject', 'old_value': 'Situação atual: ', 'new_value': 'Monitoramento 2024-2027: Apuração do Indicador de Compromisso - Erro'}]",attr,subject,Situação atual: ,Monitoramento 2024-2027: Apuração do Indicador de Compromisso - Erro
208925,1863888,Ana Maria Souza Ribeiro,,2025-05-16 19:17:13,"[{'property': 'attr', 'name': 'assigned_to_id', 'new_value': '2582'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,assigned_to_id,,2582
208925,1863888,Ana Maria Souza Ribeiro,,2025-05-16 19:17:13,"[{'property': 'attr', 'name': 'assigned_to_id', 'new_value': '2582'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,status_id,154,71
208925,1863889,Ana Maria Souza Ribeiro,,2025-05-16 19:17:22,"[{'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",attr,done_ratio,0,100
208925,1863889,Ana Maria Souza Ribeiro,,2025-05-16 19:17:22,"[{'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",attr,status_id,71,73
208919,1863592,Marcia Figueredo Nunes,,2025-05-16 14:11:59,"[{'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,status_id,1,154
208919,1863593,Marcia Figueredo Nunes,,2025-05-16 14:12:28,"[{'property': 'attachment', 'name': '318726', 'new_value': 'Email – Tiago Lessa.pdf'}]",attachment,318726,,Email – Tiago Lessa.pdf
208919,1863595,Marcia Figueredo Nunes,,2025-05-16 14:13:29,"[{'property': 'relation', 'name': 'relates', 'new_value': '208914'}]",relation,relates,,208914
208917,1863706,Daniele Correa,,2025-05-16 17:00:02,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1211', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,assigned_to_id,1211,1684
208917,1863706,Daniele Correa,,2025-05-16 17:00:02,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1211', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,status_id,1,154
208917,1863707,Daniele Correa,,2025-05-16 17:00:25,"[{'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,status_id,154,155
208917,1863710,Daniele Correa,,2025-05-16 17:06:02,"[{'property': 'relation', 'name': 'relates', 'new_value': '208928'}]",relation,relates,,208928
208914,1863594,Marcia Figueredo Nunes,,2025-05-16 14:13:29,"[{'property': 'relation', 'name': 'relates', 'new_value': '208919'}]",relation,relates,,208919
208913,1863574,Daniele Correa,,2025-05-16 13:59:16,"[{'property': 'relation', 'name': 'relates', 'new_value': '208907'}]",relation,relates,,208907
208913,1863737,Daniele Correa,,2025-05-16 17:25:38,"[{'property': 'attr', 'name': 'description', 'old_value': 'Alterar a Situação da UO 27501 - CERB para ""Ativo"", no exercício de 2016.\r\n\r\ntabela\r\nUNIDADE_ORCAMENTARIA (FLG_ATIVO)\r\n\r\nMesmo ticket feito em homologação #208912', 'new_value': 'Alterar a Situação da UO 27501 - CERB para ""Ativo"", no exercício de 2016.\r\n\r\nUsuário Alteração 16285174504 - Marilia A Pedreira\r\n\r\ntabela\r\nUNIDADE_ORCAMENTARIA (FLG_ATIVO)\r\n\r\nMesmo ticket feito em homologação #208912'}]",,,,
208912,1863571,Daniele Correa,,2025-05-16 13:55:55,"[{'property': 'relation', 'name': 'relates', 'new_value': '208907'}]",relation,relates,,208907
208912,1863572,Daniele Correa,,2025-05-16 13:56:31,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '733'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,assigned_to_id,1684,733
208912,1863572,Daniele Correa,,2025-05-16 13:56:31,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '733'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,status_id,1,154
208912,1863622,Nara Marise Campelo D'Amorim,,2025-05-16 14:35:28,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '733', 'new_value': '149'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,assigned_to_id,733,149
208912,1863622,Nara Marise Campelo D'Amorim,,2025-05-16 14:35:28,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '733', 'new_value': '149'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,status_id,154,155
208912,1863659,Nara Marise Campelo D'Amorim,,2025-05-16 14:51:01,"[{'property': 'attr', 'name': 'tag_list', 'old_value': '', 'new_value': 'Aguardando Informação'}]",attr,tag_list,,Aguardando Informação
208912,1863735,Daniele Correa,,2025-05-16 17:25:08,"[{'property': 'attr', 'name': 'description', 'old_value': 'Alterar a Situação da UO 27501 -  CERB para ""Ativo"", no exercício de 2016.\r\n\r\ntabela\r\nUNIDADE_ORCAMENTARIA (FLG_ATIVO)', 'new_value': 'Alterar a Situação da UO 27501 -  CERB para ""Ativo"", no exercício de 2016.\r\n\r\nUsuário Alteração 16285174504 - Marilia A Pedreira\r\n\r\ntabela\r\nUNIDADE_ORCAMENTARIA (FLG_ATIVO)'}, {'property': 'attr', 'name': 'tag_list', 'old_value': 'Aguardando Informação', 'new_value': ''}]",,,,
208912,1863852,Nara Marise Campelo D'Amorim,"Solicitação atendida. Segue log de execução:

Procedimento PL/SQL concluído com sucesso.
1 linha atualizado.
Commit concluído.
",2025-05-16 18:45:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '149', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,assigned_to_id,149,1684
208912,1863852,Nara Marise Campelo D'Amorim,"Solicitação atendida. Segue log de execução:

Procedimento PL/SQL concluído com sucesso.
1 linha atualizado.
Commit concluído.
",2025-05-16 18:45:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '149', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,status_id,155,30
208912,1863860,Daniele Correa,,2025-05-16 18:52:03,"[{'property': 'attr', 'name': 'priority_id', 'old_value': '7', 'new_value': '5'}]",attr,priority_id,7,5
208907,1863537,Marilia Pedreira,,2025-05-16 13:38:41,"[{'property': 'attachment', 'name': '318710', 'new_value': 'Email SEFAZ GERAC Ativar UO 27501.pdf'}]",attachment,318710,,Email SEFAZ GERAC Ativar UO 27501.pdf
208907,1863560,Daniele Correa,,2025-05-16 13:52:06,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1211', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,assigned_to_id,1211,1684
208907,1863560,Daniele Correa,,2025-05-16 13:52:06,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1211', 'new_value': '1684'}, {'property': 'attr', 'name': 'status_id', 'old_value': '1', 'new_value': '154'}]",attr,status_id,1,154
208907,1863562,Daniele Correa,,2025-05-16 13:53:14,"[{'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '155'}]",attr,status_id,154,155
208907,1863570,Daniele Correa,,2025-05-16 13:55:55,"[{'property': 'relation', 'name': 'relates', 'new_value': '208912'}]",relation,relates,,208912
208907,1863573,Daniele Correa,,2025-05-16 13:59:16,"[{'property': 'relation', 'name': 'relates', 'new_value': '208913'}]",relation,relates,,208913
208907,1863667,Daniele Correa,"Por favor, informar no ticket o usuário alteração.",2025-05-16 14:54:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '1557'}, {'property': 'attr', 'name': 'tag_list', 'old_value': '', 'new_value': 'Aguardando Informação'}]",attr,assigned_to_id,1684,1557
208907,1863667,Daniele Correa,"Por favor, informar no ticket o usuário alteração.",2025-05-16 14:54:53,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '1557'}, {'property': 'attr', 'name': 'tag_list', 'old_value': '', 'new_value': 'Aguardando Informação'}]",attr,tag_list,,Aguardando Informação
208907,1863732,Marilia Pedreira,Usuário Alteração 16285174504 - Marilia A Pedreira,2025-05-16 17:24:04,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1557', 'new_value': '1211'}, {'property': 'attr', 'name': 'tag_list', 'old_value': 'Aguardando Informação', 'new_value': ''}]",attr,assigned_to_id,1557,1211
208907,1863732,Marilia Pedreira,Usuário Alteração 16285174504 - Marilia A Pedreira,2025-05-16 17:24:04,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1557', 'new_value': '1211'}, {'property': 'attr', 'name': 'tag_list', 'old_value': 'Aguardando Informação', 'new_value': ''}]",attr,tag_list,Aguardando Informação,
208907,1863734,Daniele Correa,,2025-05-16 17:24:49,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1211', 'new_value': '1684'}]",attr,assigned_to_id,1211,1684
208907,1863866,Daniele Correa,"Solicitação atendida em homologação. Por favor, validar para aplicar em produção.",2025-05-16 18:56:20,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '1557'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,assigned_to_id,1684,1557
208907,1863866,Daniele Correa,"Solicitação atendida em homologação. Por favor, validar para aplicar em produção.",2025-05-16 18:56:20,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1684', 'new_value': '1557'}, {'property': 'attr', 'name': 'status_id', 'old_value': '155', 'new_value': '30'}]",attr,status_id,155,30
208907,1863950,Marilia Pedreira,Aplicar em produção,2025-05-16 20:33:11,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1557', 'new_value': '1211'}]",attr,assigned_to_id,1557,1211
208899,1863476,Cristina de Souza Azevedo,,2025-05-16 13:05:31,"[{'property': 'cf', 'name': '271', 'old_value': '', 'new_value': '0.00'}, {'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1803', 'new_value': '2243'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",cf,271,,0.00
208899,1863476,Cristina de Souza Azevedo,,2025-05-16 13:05:31,"[{'property': 'cf', 'name': '271', 'old_value': '', 'new_value': '0.00'}, {'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1803', 'new_value': '2243'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,assigned_to_id,1803,2243
208899,1863476,Cristina de Souza Azevedo,,2025-05-16 13:05:31,"[{'property': 'cf', 'name': '271', 'old_value': '', 'new_value': '0.00'}, {'property': 'attr', 'name': 'assigned_to_id', 'old_value': '1803', 'new_value': '2243'}, {'property': 'attr', 'name': 'status_id', 'old_value': '200', 'new_value': '156'}]",attr,status_id,200,156
208899,1863482,Cristina de Souza Azevedo,,2025-05-16 13:08:26,"[{'property': 'relation', 'name': 'relates', 'new_value': '178877'}]",relation,relates,,178877
208899,1863568,Gilberto Cosme da Silva,,2025-05-16 13:54:57,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2243', 'new_value': '2223'}, {'property': 'attr', 'name': 'status_id', 'old_value': '156', 'new_value': '114'}]",attr,assigned_to_id,2243,2223
208899,1863568,Gilberto Cosme da Silva,,2025-05-16 13:54:57,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2243', 'new_value': '2223'}, {'property': 'attr', 'name': 'status_id', 'old_value': '156', 'new_value': '114'}]",attr,status_id,156,114
208894,1863404,Alexandre Faria Silveira,,2025-05-16 12:01:10,"[{'property': 'attr', 'name': 'assigned_to_id', 'new_value': '2055'}]",attr,assigned_to_id,,2055
208893,1863351,Rafael Pinto Vieira dos Santos,,2025-05-16 11:34:49,"[{'property': 'attr', 'name': 'assigned_to_id', 'new_value': '2445'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,assigned_to_id,,2445
208893,1863351,Rafael Pinto Vieira dos Santos,,2025-05-16 11:34:49,"[{'property': 'attr', 'name': 'assigned_to_id', 'new_value': '2445'}, {'property': 'attr', 'name': 'status_id', 'old_value': '154', 'new_value': '71'}]",attr,status_id,154,71
208893,1863520,Rafael Pinto Vieira dos Santos,,2025-05-16 13:26:52,"[{'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",attr,done_ratio,0,100
208893,1863520,Rafael Pinto Vieira dos Santos,,2025-05-16 13:26:52,"[{'property': 'attr', 'name': 'done_ratio', 'old_value': '0', 'new_value': '100'}, {'property': 'attr', 'name': 'status_id', 'old_value': '71', 'new_value': '73'}]",attr,status_id,71,73
208891,1863345,Daniel Ribeiro Alonso,,2025-05-16 11:18:29,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '200', 'new_value': '1609'}]",attr,assigned_to_id,200,1609
208889,1863315,Cristiane Menezes S. Santos,,2025-05-15 20:55:14,"[{'property': 'attr', 'name': 'assigned_to_id', 'old_value': '2101', 'new_value': '733'}]",attr,assigned_to_id,2101,733
